Job Id,Experience,Qualifications,Salary Range,location,Country,latitude,longitude,Work Type,Company Size,Job Posting Date,Preference,Contact Person,Contact,Job Title,Role,Job Portal,Job Description,Benefits,skills,Responsibilities,Company,Company Profile
2692783330401134,3 to 13 Years,BCA,$64K-$128K,Funafuti,Tuvalu,-7.1095,177.6493,Temporary,100395,2023-07-10,Female,Mary Alvarez,(250)321-0044,Administrative Assistant,Executive Assistant,Jobs2Careers,"Support high-level executives by managing schedules, coordinating meetings, and handling various administrative tasks.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}","Calendar management Travel coordination Meeting scheduling Correspondence and communication Office organization Confidentiality Time management Problem-solving Attention to detail Communication skills Technology proficiency (e.g., MS Office)","Provide high-level administrative support to executives, including managing schedules and communications. Coordinate meetings and travel arrangements. Handle confidential information with discretion.",Netflix,"{""Sector"":""Entertainment"",""Industry"":""Entertainment"",""City"":""Los Gatos"",""State"":""California"",""Zip"":""95032"",""Website"":""www.netflix.com"",""Ticker"":""NFLX"",""CEO"":""Ted Sarandos""}"
1285760588887249,4 to 9 Years,MBA,$63K-$102K,Dili,Timor-Leste,-8.8742,125.7275,Full-Time,119750,2023-01-30,Female,Joshua Adkins,697-892-0205x198,Software Developer,Mobile App Developer,Stack Overflow Jobs,Mobile App Developers design and develop mobile applications for various platforms. They collaborate with cross-functional teams to create user-friendly and functional mobile apps that meet user needs.,"{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}","Mobile app development languages (e.g., Java, Swift, Kotlin) Cross-platform development (e.g., React Native, Flutter) Mobile app design principles APIs and web services integration Debugging and troubleshooting",Create mobile applications for iOS and Android platforms. Optimize mobile app performance and user experience. Collaborate with cross-functional teams to define app requirements.,UltraTech Cement,"{""Sector"":""Cement & Aggregates"",""Industry"":""Cement and Building Materials"",""City"":""Mumbai"",""State"":""Maharashtra"",""Zip"":""400093"",""Website"":""https://www.ultratechcement.com/"",""Ticker"":""ULTRACEMCO"",""CEO"":""K.K. Maheshwari""}"
139766778861564,5 to 11 Years,BA,$65K-$117K,Seoul,"Korea, Rep.",35.9078,127.7669,Full-Time,57456,2022-11-18,Male,Joe Christian,001-948-254-4671x527,Social Media Manager,Social Media Strategist,SimplyHired,"Social Media Strategists develop and execute social media strategies to achieve marketing goals. They analyze social media trends, create content calendars, and measure the effectiveness of social media campaigns.","{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}",Social media marketing strategy development Content planning and creation Social media advertising and targeting Data-driven decision-making Social media trends and platform updates,Develop and implement social media strategies to increase brand awareness and engagement. Create and curate content for various social media platforms. Monitor social media metrics and analyze performance.,Alaska Air Group,"{""Sector"":""Airlines"",""Industry"":""Airlines"",""City"":""Seattle"",""State"":""Washington"",""Zip"":""98188"",""Website"":""www.alaskaair.com"",""Ticker"":""ALK"",""CEO"":""Benito Minicucci""}"
1245212447551629,5 to 15 Years,BA,$64K-$88K,Yerevan,Armenia,40.0691,45.0382,Full-Time,15883,2022-08-27,Both,Amber Garcia,001-992-795-7828x9284,Customer Success Manager,Customer Support Specialist,LinkedIn,A Customer Support Specialist assists customers with inquiries or issues related to a companys products or services. They provide solutions and maintain customer satisfaction.,"{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Customer service Problem-solving Communication skills Ticketing system usage Product knowledge,"Provide responsive and effective customer support, addressing inquiries and resolving issues. Escalate and track customer cases as needed. Document customer interactions and feedback.",FirstEnergy,"{""Sector"":""Utilities"",""Industry"":""Utilities: Gas and Electric"",""City"":""Akron"",""State"":""Ohio"",""Zip"":""44308"",""Website"":""www.firstenergycorp.com"",""Ticker"":""FE"",""CEO"":""Brian X. Tierney""}"
678368087899345,3 to 15 Years,BA,$57K-$106K,Monaco,Monaco,43.7384,7.4246,Temporary,79659,2022-07-21,Both,Michael Hopkins,683.705.8793,Legal Counsel,Intellectual Property Lawyer,Jobs2Careers,"An Intellectual Property Lawyer specializes in protecting and managing intellectual property rights, including patents, trademarks, and copyrights. They provide legal advice, handle trademark registration, patent applications, and enforce IP rights.","{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}",Intellectual property law Trademark and patent law Copyright law IP portfolio management Litigation and dispute resolution,"Protect and manage intellectual property rights, trademarks, patents, and copyrights. Conduct IP due diligence and trademark searches. Handle IP disputes and enforcement.",Deere,"{""Sector"":""Industrial"",""Industry"":""Construction and Farm Machinery"",""City"":""Moline"",""State"":""Illinois"",""Zip"":""61265"",""Website"":""www.deere.com"",""Ticker"":""DE"",""CEO"":""John C. May""}"
1034826442823179,5 to 11 Years,BA,$57K-$88K,Belmopan,Belize,17.1899,-88.4976,Part-Time,45643,2021-09-16,Male,Bryan Christian,+1-670-594-9623,Marketing Coordinator,Digital Marketing Coordinator,Jobs2Careers,"Digital Marketing Coordinators manage online marketing efforts, including social media, email marketing, and SEO, to drive digital engagement and growth.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Digital marketing strategy development Social media advertising Email marketing Google Analytics and SEO Content management systems (CMS) proficiency,"Support digital marketing efforts, including social media management and email marketing. Create and schedule digital content. Analyze digital marketing analytics.",MGM Resorts International,"{""Sector"":""Hospitality and Entertainment"",""Industry"":""Hotels, Casinos, Resorts"",""City"":""Las Vegas"",""State"":""Nevada"",""Zip"":""89109"",""Website"":""www.mgmresorts.com"",""Ticker"":""MGM"",""CEO"":""William J. Hornbuckle""}"
188956303309884,5 to 10 Years,MBA,$64K-$115K,Berlin,Germany,51.1657,10.4515,Full-Time,52743,2023-01-31,Male,Diane Brown,403.618.8420x309,Veterinarian,Small Animal Veterinarian,The Muse,"A Small Animal Veterinarian provides medical care to small pets, such as dogs and cats. They diagnose illnesses, perform surgeries, and advise pet owners on healthcare practices.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Veterinary medicine Small animal care and surgery Animal diagnostics Preventive medicine Client communication Surgical skills Radiology Anesthesia Laboratory diagnostics Compassion and empathy Problem-solving Attention to detail,"Diagnose and treat illnesses and injuries in domestic pets, such as dogs and cats. Perform surgeries, vaccinations, and routine check-ups. Provide pet owners with medical advice and care plans.",Bristol-Myers Squibb,"{""Sector"":""Healthcare"",""Industry"":""Pharmaceuticals"",""City"":""New York"",""State"":""New York"",""Zip"":""10016"",""Website"":""www.bms.com"",""Ticker"":""BMY"",""CEO"":""Giovanni Caforio""}"
2290647723015726,4 to 11 Years,MCA,$63K-$90K,Castries,St. Lucia,13.9094,-60.9789,Intern,128998,2023-03-06,Male,Charles Nicholson,(963)585-4309,Event Planner,Wedding Planner,Dice,"Wedding Planners specialize in organizing weddings, assisting couples with every aspect of wedding planning, from venue selection to catering and decor.","{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}",Wedding planning Venue selection Catering and menu planning Floral and decor design Wedding etiquette,"Specialize in wedding planning, assisting couples in creating their dream weddings. Select and manage vendors, plan ceremonies, and handle wedding day coordination. Provide creative and budget-conscious solutions.",Toll Brothers,"{""Sector"":""Home Construction"",""Industry"":""Homebuilders"",""City"":""Fort Washington"",""State"":""Pennsylvania"",""Zip"":""19034"",""Website"":""www.tollbrothers.com"",""Ticker"":""TOL"",""CEO"":""Douglas C. Yearley Jr.""}"
2310755994553026,4 to 14 Years,M.Tech,$65K-$118K,Male,Maldives,3.2028,73.2207,Contract,18969,2022-08-25,Male,Matthew Arias,001-771-310-0161x7213,Copywriter,Creative Copywriter,Monster,"Creative Copywriters craft engaging and persuasive copy for marketing materials, advertisements, and content marketing campaigns. They use their writing skills to captivate audiences and convey brand messages effectively.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Creative writing Copywriting Advertising copy Content creation Brand storytelling Marketing campaigns Proofreading and editing,"Write creative and persuasive copy for advertising campaigns, marketing materials, and brand storytelling. Develop unique and engaging brand voices and messages. Collaborate with art directors and designers.",Microsoft,"{""Sector"":""Technology"",""Industry"":""Computer Software"",""City"":""Redmond"",""State"":""Washington"",""Zip"":""98052"",""Website"":""www.microsoft.com"",""Ticker"":""MSFT"",""CEO"":""Satya Nadella""}"
1929097039032752,5 to 9 Years,M.Tech,$60K-$95K,San Juan,Puerto Rico,18.2208,-66.5901,Full-Time,16792,2021-11-30,Female,Nicole Morris,(388)739-0350x7671,Digital Marketing Specialist,Social Media Manager,SimplyHired,"Social Media Managers oversee an organizations social media presence. They create and schedule content, engage with followers, and analyze social media metrics to drive brand awareness and engagement.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}","Social media platforms (e.g., Facebook, Twitter, Instagram) Content creation and scheduling Social media analytics and insights Community engagement Paid social advertising","Manage and grow social media accounts, create engaging content, and interact with the online community. Develop social media content calendars and strategies. Monitor social media trends and engagement metrics.",Western Digital,"{""Sector"":""Technology"",""Industry"":""Computers, Office Equipment"",""City"":""San Jose"",""State"":""California"",""Zip"":""95119"",""Website"":""www.westerndigital.com"",""Ticker"":""WDC"",""CEO"":""David V. Goeckeler""}"
1805736641399106,2 to 11 Years,M.Com,$56K-$106K,Monrovia,Liberia,6.4281,-9.4295,Temporary,91636,2023-05-04,Female,Brandy Johnson,001-952-626-2082x75636,Supply Chain Manager,Demand Planner,Dice,A Demand Planner analyzes historical sales data to forecast future demand for products. They work to optimize inventory levels and ensure product availability while minimizing costs.,"{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Demand forecasting Inventory management Data analysis Sales and operations planning (S&OP) ERP software proficiency,Analyze demand patterns and market trends to forecast product demand. Collaborate with production and sales teams to optimize inventory levels. Implement demand planning and forecasting tools.,Cintas,"{""Sector"":""Business Services"",""Industry"":""Diversified Outsourcing Services"",""City"":""Cincinnati"",""State"":""Ohio"",""Zip"":""45262"",""Website"":""www.cintas.com"",""Ticker"":""CTAS"",""CEO"":""Todd M. Schneider""}"
1277230346836850,0 to 14 Years,B.Com,$60K-$109K,Hagatna,Guam,13.4443,144.7937,Contract,39638,2021-10-03,Female,Maria Baker,574.843.7677,Registered Nurse,Staff Nurse,Dice,"A Staff Nurse provides patient care, administers medications, and collaborates with healthcare teams to ensure the well-being of patients in clinical settings.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Nursing care Patient assessment Medical knowledge,"Provide direct patient care, including assessments, medication administration, and wound care. Monitor patient conditions and vital signs. Collaborate with healthcare teams to develop care plans.",Beacon Roofing Supply,"{""Sector"":""Building Materials & Equipment"",""Industry"":""Wholesalers: Diversified"",""City"":""Herndon"",""State"":""Virginia"",""Zip"":""20170"",""Website"":""www.becn.com"",""Ticker"":""BECN"",""CEO"":""Julian G. Francis""}"
543907351439193,1 to 9 Years,M.Com,$62K-$116K,Budapest,Hungary,47.1625,19.5033,Part-Time,51878,2022-03-01,Both,Brett Lee,+1-640-395-0490x1602,Investment Analyst,Portfolio Manager,ZipRecruiter,"A Portfolio Manager oversees investment portfolios, making decisions to maximize returns and minimize risks. They analyze financial markets and adjust asset allocations accordingly.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Investment management Financial analysis Risk assessment Asset allocation Portfolio optimization,"Manage investment portfolios, making investment decisions and asset allocation. Conduct research and analysis to identify investment opportunities. Monitor portfolio performance and risk.",Altice USA,"{""Sector"":""Telecom & Cable"",""Industry"":""Telecommunications"",""City"":""Long Island City"",""State"":""New York"",""Zip"":""11101"",""Website"":""www.alticeusa.com"",""Ticker"":""ATUS"",""CEO"":""Dennis Mathew""}"
1900926795017477,0 to 8 Years,BCA,$62K-$111K,Tirana,Albania,41.1533,20.1683,Contract,46196,2022-01-20,Both,Stephanie Keller,+1-701-243-3134,Chemical Analyst,Research Chemist,LinkedIn,"As a Research Chemist, you will engage in scientific research and experimentation to discover and develop new chemical compounds or processes. Your work may involve designing experiments, analyzing data, and publishing research findings. Your role contributes to the advancement of scientific knowledge and may have applications in various industries.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Research chemistry Experimental design Data interpretation Chemical synthesis Research protocols Scientific writing Problem-solving skills,"Conduct research on chemical properties, reactions, and formulations. Develop new chemical compounds and products. Collaborate on research projects and contribute to scientific publications.",Lowe's,"{""Sector"":""Retail"",""Industry"":""Specialty Retailers: Other"",""City"":""Mooresville"",""State"":""North Carolina"",""Zip"":""28117"",""Website"":""www.lowes.com"",""Ticker"":""LOW"",""CEO"":""Marvin R. Ellison""}"
563894056817455,1 to 15 Years,B.Com,$56K-$103K,Doha,Qatar,25.3548,51.1839,Temporary,103320,2022-06-01,Both,Laura Williams,(550)895-5075x57583,Landscape Designer,Sustainable Landscape Specialist,Internships.com,"Sustainable Landscape Specialists focus on creating environmentally friendly and sustainable landscapes. They incorporate eco-friendly practices, native plants, and water conservation techniques into landscape design and maintenance.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Sustainable landscape design Native plant selection Water conservation Soil health Green building practices LEED certification,"Focus on environmentally friendly and sustainable landscape design practices. Incorporate native plants, rainwater harvesting, and ecological principles. Educate clients on sustainable landscaping benefits.",Allianz SE,"{""Sector"":""Insurance"",""Industry"":""Insurance"",""City"":""Munich"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.allianz.com"",""Ticker"":""ALV"",""CEO"":""Oliver B te""}"
2874362346517758,5 to 12 Years,BCA,$56K-$122K,City of Victoria,"Hong Kong SAR, China",22.3964,114.1095,Contract,107462,2023-02-18,Female,Robert Murphy,823-302-9373,Quality Assurance Analyst,Quality Assurance Manager,Idealist,"Quality Assurance Managers lead quality assurance teams, ensuring that products or services meet established quality standards. They develop QA processes, set quality goals, and monitor compliance to maintain quality excellence.","{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}",Quality assurance processes and methodologies Quality metrics and KPIs Audit and compliance Team leadership and management Continuous improvement initiatives,"Lead the QA team, set quality standards, and define QA strategies. Ensure compliance with QA processes and industry standards. Conduct QA audits and drive process improvements.",Icahn Enterprises,"{""Sector"":""Diversified"",""Industry"":""Diversified Financials"",""City"":""Sunny Isles Beach"",""State"":""Florida"",""Zip"":""33160"",""Website"":""www.ielp.com"",""Ticker"":""IEP"",""CEO"":""David Willetts""}"
2904879381492355,4 to 14 Years,B.Tech,$63K-$109K,Yerevan,Armenia,40.0691,45.0382,Intern,48875,2023-03-07,Female,Christopher Kemp,451.537.0701x8902,UX Researcher,User Researcher,FlexJobs,"Conduct user research to understand customer needs, preferences, and behaviors to inform product development.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",User research methods Usability testing Data analysis and interpretation,"Conduct user research to understand user behavior, needs, and preferences. Plan and execute user interviews, surveys, and usability studies. Analyze research findings and generate insights.",UGI,"{""Sector"":""Utilities"",""Industry"":""Utilities: Gas and Electric"",""City"":""King of Prussia"",""State"":""Pennsylvania"",""Zip"":""19406"",""Website"":""www.ugicorp.com"",""Ticker"":""UGI"",""CEO"":""Roger Perreault""}"
1849487685116553,1 to 13 Years,MCA,$57K-$109K,Mogadishu,Somalia,5.1521,46.1996,Intern,73249,2022-02-07,Both,Mary Escobar,377-714-8499x1594,Sales Representative,Account Executive,Snagajob,"Account Executives manage and grow relationships with existing clients or customers. They understand client needs, propose solutions, negotiate contracts, and ensure customer satisfaction, often working closely with sales and customer support teams.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Sales strategy and planning Account management Customer relationship management Solution selling Sales forecasting Contract negotiation Sales metrics and reporting,"Manage client accounts, negotiate contracts, and achieve revenue targets by selling products or services. Provide ongoing support and solutions to clients. Collaborate with cross-functional teams to meet client needs.",Baxter International,"{""Sector"":""Healthcare"",""Industry"":""Medical Products and Equipment"",""City"":""Deerfield"",""State"":""Illinois"",""Zip"":""60015"",""Website"":""www.baxter.com"",""Ticker"":""BAX"",""CEO"":""Jose E Almeida""}"
2204826976058936,0 to 12 Years,MCA,$60K-$129K,Road Town,British Virgin Islands,18.4207,-64.6399,Intern,129259,2021-12-18,Female,Tanya Rangel,001-688-515-6845x883,Electrical Designer,PCB Designer,Monster,"PCB Designers specialize in designing printed circuit boards (PCBs). They create PCB layouts, ensure proper connectivity, and consider electrical and mechanical requirements.","{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}",PCB design Electronics PCB layout software proficiency Circuit design Quality control,Design printed circuit boards (PCBs) for electronic devices and systems. Create schematics and layouts. Optimize PCBs for performance and manufacturability.,Zoetis,"{""Sector"":""Healthcare"",""Industry"":""Pharmaceuticals"",""City"":""Parsippany"",""State"":""New Jersey"",""Zip"":""7054"",""Website"":""www.zoetis.com"",""Ticker"":""ZTS"",""CEO"":""Kristin C. Peck""}"
783281576116221,2 to 15 Years,B.Com,$58K-$130K,Roseau,Dominica,15.4149,-61.3705,Full-Time,131230,2021-11-15,Female,Michael Thomas,211-935-9878x542,Software Engineer,Backend Developer,FlexJobs,"A Backend Developer is tasked with building and maintaining the server-side logic and database infrastructure of web applications. They work on the core functionality, data storage, and server communication to ensure the application runs smoothly and efficiently.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}","Proficiency in one or more backend programming languages (e.g., Java, Python, Node.js, Ruby) API development Database management (SQL or NoSQL) Server management and deployment Security best practices Knowledge of web frameworks (e.g., Express, Django)","Develop server-side logic and databases using programming languages like Java, Python, or Node.js. Ensure data security and integrity. Implement APIs for seamless communication between frontend and backend.",ICICI Bank,"{""Sector"":""Banking"",""Industry"":""Banking and Financial Services"",""City"":""Mumbai"",""State"":""Maharashtra"",""Zip"":""400051"",""Website"":""www.icicibank.com"",""Ticker"":""IBN"",""CEO"":""Sandeep Bakhshi""}"
174856872524801,3 to 13 Years,BCA,$58K-$115K,Sucre (de jure),Bolivia,-16.2902,-63.5887,Part-Time,75618,2023-04-04,Both,Jennifer Kirk,807-343-0388x24483,Data Entry Clerk,Record Keeper,Stack Overflow Jobs,"A Record Keeper is responsible for maintaining accurate records and databases, ensuring data integrity, and assisting in data retrieval when needed.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Records management Data entry and retrieval Attention to detail,"Maintain records, files, and documentation in an organized manner. Ensure compliance with record-keeping policies and regulations. Retrieve and update records as needed.",China COSCO Shipping Corporation,"{""Sector"":""Shipping and Logistics"",""Industry"":""Transportation/Logistics"",""City"":""Shanghai"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""http://www.cosco.com/"",""Ticker"":""1919.HK"",""CEO"":""Xu Lirong""}"
1827324941486524,1 to 10 Years,BCA,$60K-$81K,Rabat,Morocco,31.7917,-7.0926,Temporary,58509,2022-08-05,Male,Gina Clark,669-823-6664x83493,Accountant,Financial Accountant,Dice,"Financial Accountants handle financial records, prepare financial statements, and ensure compliance with accounting standards. They analyze financial data to provide accurate financial reports and support decision-making within the organization.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}","Financial reporting Accounting software (e.g., QuickBooks) Auditing GAAP knowledge","Maintain financial records, prepare financial statements, and ensure compliance with accounting standards and regulations. Reconcile accounts and analyze financial data. Assist with financial audits.",Andersons,"{""Sector"":""Agriculture"",""Industry"":""Food Production"",""City"":""Maumee"",""State"":""Ohio"",""Zip"":""43537"",""Website"":""www.andersonsinc.com"",""Ticker"":""ANDE"",""CEO"":""Patrick E. Bowe""}"
2136778056413865,3 to 15 Years,B.Tech,$65K-$129K,Road Town,British Virgin Islands,18.4207,-64.6399,Part-Time,83203,2022-09-15,Male,Christian Mcgee,(357)740-6431,Systems Analyst,IT Analyst,Indeed,"An IT Analyst assesses and analyzes IT systems, identifying areas for improvement, implementing technology solutions, and providing technical support to users and departments.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",IT systems analysis Troubleshooting IT support and documentation,"Analyze business systems, processes, and requirements to identify IT solutions. Develop system specifications and requirements documents. Collaborate with IT teams to implement solutions.",IBM (International Business Machines Corporation),"{""Sector"":""Technology/IT Services"",""Industry"":""Technology"",""City"":""Armonk"",""State"":""NY"",""Zip"":""10504"",""Website"":""https://www.ibm.com/"",""Ticker"":""IBM"",""CEO"":""Arvind Krishna""}"
3061446752206871,1 to 13 Years,M.Com,$60K-$100K,Apia,Samoa,-13.759,-172.1046,Contract,57909,2021-11-28,Female,George Martinez,626.873.7241x5116,Financial Controller,Finance Manager,FlexJobs,"Finance Managers oversee an organizations financial operations, including budgeting, financial reporting, and investment management. They analyze financial data, make strategic financial decisions, and ensure compliance with financial regulations.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}","Financial management Budgeting Financial analysis Financial reporting Risk management Financial software (e.g., Excel, QuickBooks) Strategic planning","Oversee financial operations, including budgeting, financial reporting, and cash flow management. Ensure compliance with accounting standards and regulations. Supervise finance staff.",TAG Immobilien AG,"{""Sector"":""Real Estate"",""Industry"":""Real Estate"",""City"":""Hamburg"",""State"":""Free and Hanseatic City of Hamburg"",""Zip"":""20354"",""Website"":""https://www.tag-ag.com/en/"",""Ticker"":""TAG.DE"",""CEO"":""Thomas Baumgart""}"
545064457564270,5 to 13 Years,BCA,$56K-$125K,Zagreb,Croatia,45.1,15.2,Contract,50280,2022-08-03,Male,James Johnson,407.939.2895,Software Architect,Solution Architect,Snagajob,"A Solution Architect designs and develops effective solutions for complex business problems, leveraging technology and aligning them with the organizations goals and objectives.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Solution design Technical architecture Cloud computing and software development knowledge,Design high-level solution architectures for software projects. Define technical requirements and specifications. Provide guidance to development teams on best practices.,Henkel AG & Co. KGaA,"{""Sector"":""Chemicals"",""Industry"":""Chemicals"",""City"":""D sseldorf"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.henkel.com"",""Ticker"":""HEN"",""CEO"":""Carsten Knobel""}"
1630065504680690,4 to 10 Years,M.Com,$58K-$128K,Vilnius,Lithuania,55.1694,23.8813,Intern,112647,2021-12-25,Female,Andre Robinson,853-360-4112,Data Engineer,Big Data Engineer,Idealist,"A Big Data Engineer develops and manages big data solutions, including data storage, processing, and analysis platforms, to extract valuable insights and support data-driven decisions.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}","Big data technologies (Hadoop, Spark, etc.) Data processing and analysis Distributed computing","Work with large and complex datasets, using technologies like Hadoop and Spark. Develop and maintain big data solutions. Optimize data processing and storage for performance.",State Bank of India (SBI),"{""Sector"":""Banking"",""Industry"":""Banking and Financial Services"",""City"":""Mumbai"",""State"":""Maharashtra"",""Zip"":""400021"",""Website"":""www.sbi.co.in"",""Ticker"":""SBIN"",""CEO"":""Dinesh Khara""}"
96263725683371,1 to 12 Years,B.Com,$58K-$127K,San Juan,Puerto Rico,18.2208,-66.5901,Contract,23037,2023-09-07,Both,Brenda Kennedy,5024650202,Customer Support Specialist,Technical Support Specialist,FlexJobs,"Technical Support Specialists assist customers or end-users with technical issues related to products or services. They provide troubleshooting, resolve problems, and offer technical guidance through various communication channels, ensuring customer satisfaction.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}","Technical troubleshooting Customer support tools (e.g., Zendesk, Freshdesk) Communication skills Problem-solving and critical thinking Ticket management Knowledge base creation","Provide technical assistance to customers, troubleshoot issues, and resolve inquiries through various communication channels. Maintain accurate records of customer interactions and solutions. Collaborate with other support teams for complex issues.",Consolidated Edison,"{""Sector"":""Utilities"",""Industry"":""Utilities: Gas and Electric"",""City"":""New York"",""State"":""New York"",""Zip"":""10003"",""Website"":""www.conedison.com"",""Ticker"":""ED"",""CEO"":""Timothy P. Cawley""}"
520619461543821,5 to 11 Years,M.Tech,$58K-$127K,Islamabad,Pakistan,30.3753,69.3451,Part-Time,47768,2021-10-21,Both,Leon Beck,560-315-9869x90495,Brand Manager,Brand Marketing Analyst,SimplyHired,A Brand Marketing Analyst analyzes market data and consumer behavior to assess the effectiveness of branding strategies. They provide insights to improve brand marketing efforts.,"{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}","Marketing analytics Data analysis tools (e.g., Google Analytics, Adobe Analytics) Brand performance measurement Consumer behavior analysis Campaign effectiveness evaluation",Analyze brand performance metrics and consumer behavior. Track marketing campaigns and assess their impact on brand perception. Provide insights and recommendations for brand improvement.,Freddie Mac,"{""Sector"":""Financial Services"",""Industry"":""Diversified Financials"",""City"":""McLean"",""State"":""Virginia"",""Zip"":""22102"",""Website"":""www.freddiemac.com"",""Ticker"":""FMCC"",""CEO"":""Michael Devito""}"
483453076992611,1 to 15 Years,MCA,$58K-$129K,Ngerulmud,Palau,7.5149,134.5825,Temporary,82351,2022-05-19,Male,Daniel Morales,756.911.0119,Social Media Manager,Social Media Strategist,FlexJobs,"Social Media Strategists develop and execute social media strategies to achieve marketing goals. They analyze social media trends, create content calendars, and measure the effectiveness of social media campaigns.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Social media marketing strategy development Content planning and creation Social media advertising and targeting Data-driven decision-making Social media trends and platform updates,Develop and implement social media strategies to increase brand awareness and engagement. Create and curate content for various social media platforms. Monitor social media metrics and analyze performance.,Liberty Media,"{""Sector"":""Media"",""Industry"":""Entertainment"",""City"":""Englewood"",""State"":""Colorado"",""Zip"":""80112"",""Website"":""www.libertymedia.com"",""Ticker"":""LSXMA"",""CEO"":""Gregory B. Maffei""}"
34760395586544,4 to 12 Years,MBA,$65K-$98K,Nuuk,Greenland,71.7069,-42.6043,Part-Time,60334,2021-11-18,Female,Anita Best,(907)265-9275,Investment Banker,Financial Analyst,FlexJobs,"A Financial Analyst conducts financial analysis, generates reports, and provides insights to support decision-making, budgeting, and financial planning.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Financial analysis Data analysis Financial modeling,"Analyze financial data, research investment opportunities, and provide recommendations for investment decisions. Create financial models and projections. Collaborate with clients on investment strategies.",Cintas,"{""Sector"":""Business Services"",""Industry"":""Diversified Outsourcing Services"",""City"":""Cincinnati"",""State"":""Ohio"",""Zip"":""45262"",""Website"":""www.cintas.com"",""Ticker"":""CTAS"",""CEO"":""Todd M. Schneider""}"
